time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total,
20161003T162841,36.51,200,200,36.52,600,600,
20161003T162842,36.51,300,300,36.52,600,600,
20161003T162843,36.51,400,400,36.52,600,600,
20161003T162843,36.51,200,200,36.51,400,400,
20161003T162844,36.5,400,400,36.51,600,600,
20161003T162845,36.5,800,800,36.51,400,400,
20161003T162847,36.5,300,300,36.51,600,600,
20161003T162848,36.5,400,400,36.51,600,600,
20161003T162850,36.5,300,300,36.51,600,600,
20161003T162851,36.5,1000,1000,36.51,500,500,
20161003T162853,36.5,800,800,36.51,500,500,
20161003T162855,36.5,600,600,36.51,200,200,
20161003T162856,36.51,100,100,36.52,900,900,
20161003T162857,36.51,600,600,36.53,800,800,
20161003T162858,36.51,500,500,36.53,700,700,
20161003T162859,36.51,100,100,36.51,100,100,
20161003T162900,36.51,200,200,36.52,400,400,
20161003T162902,36.52,200,200,36.53,900,900,
20161003T162903,36.52,200,200,36.53,600,600,
20161003T162904,36.52,300,300,36.53,500,500,
20161003T162905,36.52,200,200,36.53,500,500,
20161003T162906,36.52,400,400,36.53,600,600,
20161003T162908,36.52,300,300,36.53,700,700,
20161003T162910,36.52,600,600,36.53,300,300,
20161003T162911,36.52,600,600,36.53,200,200,
20161003T162912,36.53,200,200,36.54,1300,1300,
20161003T162915,36.54,100,100,36.55,1200,1200,
20161003T162916,36.54,100,100,36.55,500,500,
20161003T162917,36.54,100,100,36.55,1600,1600,
20161003T162917,36.54,100,100,36.54,700,700,
20161003T162918,36.53,400,400,36.54,700,700,
20161003T162919,36.53,500,500,36.54,600,600,
20161003T162920,36.53,600,600,36.54,300,300,
20161003T162922,36.54,400,400,36.55,1100,1100,
20161003T162922,36.55,300,300,36.56,1300,1300,
20161003T162924,36.55,400,400,36.56,1300,1300,
20161003T162925,36.55,300,300,36.56,1300,1300,
20161003T162930,36.55,300,300,36.56,1800,1800,
20161003T162932,36.55,400,400,36.56,1400,1400,
20161003T162934,36.55,600,600,36.56,1400,1400,
20161003T162935,36.55,500,500,36.56,1300,1300,
20161003T162937,36.55,400,400,36.56,1300,1300,
20161003T162938,36.55,700,700,36.56,500,500,
20161003T162940,36.55,600,600,36.56,500,500,
20161003T162941,36.55,400,400,36.56,500,500,
20161003T162944,36.55,600,600,36.56,100,100,
20161003T162948,36.55,700,700,36.56,500,500,
20161003T162950,36.55,600,600,36.56,300,300,
20161003T162951,36.55,600,600,36.56,200,200,
20161003T162955,36.55,500,500,36.56,800,800,
20161003T162956,36.55,400,400,36.55,1100,1100,
20161003T162956,36.54,300,300,36.55,400,400,
20161003T162957,36.55,300,300,36.56,400,400,
20161003T162959,36.54,600,600,36.55,1400,1400,
20161003T163000,36.55,300,300,36.56,700,700,
20161003T163002,36.55,200,200,36.56,700,700,
20161003T163003,36.54,500,500,36.55,500,500,
20161003T163005,36.55,400,400,36.56,700,700,
20161003T163007,36.56,1000,1000,36.57,300,300,
20161003T163008,36.56,700,700,36.57,400,400,
20161003T163010,36.56,400,400,36.57,500,500,
20161003T163014,36.56,500,500,36.57,500,500,
20161003T163016,36.57,400,400,36.57,100,100,
20161003T163017,36.57,200,200,36.58,300,300,
20161003T163018,36.56,900,900,36.58,600,600,
20161003T163020,36.56,600,600,36.58,800,800,
20161003T163021,36.56,500,500,36.58,800,800,
20161003T163024,36.57,300,300,36.58,300,300,
20161003T163025,36.57,100,100,36.58,800,800,
20161003T163029,36.57,300,300,36.58,300,300,
20161003T163030,36.57,400,400,36.58,300,300,
20161003T163031,36.57,500,500,36.58,200,200,
20161003T163033,36.57,600,600,36.59,800,800,
20161003T163034,36.57,500,500,36.59,800,800,
20161003T163036,36.57,300,300,36.58,300,300,
20161003T163038,36.57,300,300,36.58,200,200,
20161003T163039,36.58,200,200,36.59,500,500,
20161003T163041,36.58,300,300,36.59,400,400,
20161003T163042,36.57,300,300,36.58,500,500,
20161003T163043,36.57,300,300,36.59,700,700,
20161003T163044,36.58,200,200,36.59,600,600,
20161003T163045,36.57,400,400,36.59,700,700,
20161003T163047,36.57,300,300,36.59,800,800,
20161003T163049,36.57,300,300,36.58,400,400,
20161003T163050,36.57,300,300,36.58,100,100,
20161003T163051,36.57,700,700,36.58,100,100,
20161003T163052,36.57,400,400,36.58,100,100,
20161003T163053,36.57,400,400,36.58,200,200,
20161003T163058,36.57,400,400,36.58,400,400,
20161003T163110,36.58,1100,1100,36.59,400,400,
20161003T163110,36.6,600,600,36.61,1000,1000,
20161003T163111,36.6,700,700,36.61,200,200,
20161003T163112,36.6,400,400,36.61,400,400,
20161003T163117,36.6,600,600,36.62,700,700,
20161003T163120,36.6,600,600,36.62,800,800,
20161003T163128,36.6,500,500,36.61,400,400,
20161003T163130,36.61,200,200,36.62,500,500,
20161003T163131,36.61,600,600,36.63,700,700,
20161003T163132,36.61,500,500,36.63,700,700,
20161003T163133,36.61,500,500,36.63,800,800,
20161003T163136,36.61,500,500,36.62,200,200,
20161003T163138,36.61,500,500,36.63,900,900,
20161003T163140,36.61,500,500,36.63,800,800,
20161003T163141,36.61,500,500,36.62,100,100,
20161003T163144,36.62,300,300,36.63,500,500,
20161003T163145,36.62,200,200,36.63,500,500,
20161003T163149,36.62,200,200,36.63,700,700,
20161003T163150,36.62,900,900,36.63,300,300,
20161003T163151,36.63,100,100,36.64,400,400,
20161003T163154,36.63,700,700,36.64,300,300,
20161003T163156,36.63,400,400,36.64,400,400,
20161003T163201,36.64,300,300,36.65,500,500,
20161003T163203,36.64,600,600,36.65,500,500,
20161003T163204,36.64,600,600,36.65,600,600,
20161003T163205,36.64,700,700,36.65,400,400,
20161003T163207,36.65,300,300,36.66,500,500,
20161003T163208,36.65,300,300,36.66,100,100,
20161003T163209,36.65,500,500,36.66,300,300,
20161003T163210,36.65,700,700,36.66,100,100,
20161003T163213,36.66,300,300,36.67,700,700,
20161003T163214,36.66,700,700,36.67,300,300,
20161003T163215,36.66,700,700,36.67,200,200,
20161003T163219,36.65,800,800,36.66,100,100,
20161003T163221,36.66,1000,1000,36.67,200,200,
20161003T163222,36.66,1000,1000,36.67,100,100,
20161003T163224,36.66,800,800,36.67,500,500,
20161003T163225,36.66,900,900,36.67,300,300,
20161003T163226,36.66,900,900,36.67,400,400,
20161003T163229,36.66,900,900,36.67,300,300,
20161003T163230,36.66,1100,1100,36.67,100,100,
20161003T163234,36.66,1000,1000,36.67,100,100,
20161003T163236,36.66,1000,1000,36.67,400,400,
20161003T163238,36.66,900,900,36.67,400,400,
20161003T163240,36.66,1000,1000,36.67,400,400,
20161003T163248,36.66,1000,1000,36.67,600,600,
20161003T163254,36.66,1500,1500,36.67,600,600,
20161003T163255,36.66,1300,1300,36.67,500,500,
20161003T163257,36.66,1300,1300,36.67,400,400,
20161003T163259,36.66,1200,1200,36.67,400,400,
20161003T163301,36.66,1500,1500,36.67,400,400,
20161003T163309,36.66,1400,1400,36.67,400,400,
20161003T163311,36.66,1300,1300,36.67,200,200,
20161003T163313,36.66,1400,1400,36.67,200,200,
20161003T163315,36.66,1400,1400,36.67,500,500,
20161003T163319,36.66,1400,1400,36.67,200,200,
20161003T163324,36.66,1400,1400,36.67,300,300,
20161003T163327,36.66,1400,1400,36.67,200,200,
20161003T163331,36.66,1300,1300,36.67,200,200,
20161003T163333,36.66,1500,1500,36.67,200,200,
20161003T163338,36.67,1200,1200,36.68,1100,1100,
20161003T163340,36.67,1100,1100,36.68,1100,1100,
20161003T163342,36.67,1400,1400,36.68,1100,1100,
20161003T163344,36.67,1400,1400,36.68,1000,1000,
20161003T163349,36.66,900,900,36.67,400,400,
20161003T163352,36.66,900,900,36.67,200,200,
20161003T163359,36.66,1200,1200,36.67,200,200,
20161003T163401,36.67,800,800,36.68,1000,1000,
20161003T163404,36.67,700,700,36.68,1100,1100,
20161003T163406,36.67,500,500,36.68,1100,1100,
20161003T163411,36.67,500,500,36.68,1000,1000,
20161003T163416,36.67,500,500,36.68,1100,1100,
20161003T163423,36.67,500,500,36.68,1600,1600,
20161003T163427,36.67,500,500,36.68,1400,1400,
20161003T163429,36.67,700,700,36.68,1400,1400,
20161003T163431,36.67,600,600,36.68,1400,1400,
20161003T163436,36.67,600,600,36.68,1500,1500,
20161003T163445,36.67,600,600,36.68,1800,1800,
20161003T163446,36.67,600,600,36.68,1700,1700,
20161003T163452,36.67,900,900,36.68,1500,1500,
20161003T163453,36.67,800,800,36.68,1500,1500,
20161003T163504,36.66,400,400,36.67,600,600,
20161003T163505,36.65,300,300,36.66,700,700,
20161003T163506,36.65,500,500,36.66,600,600,
20161003T163509,36.65,400,400,36.66,600,600,
20161003T163511,36.65,300,300,36.66,600,600,
20161003T163515,36.65,200,200,36.66,600,600,
20161003T163518,36.65,300,300,36.66,600,600,
20161003T163520,36.65,400,400,36.66,600,600,
20161003T163525,36.65,300,300,36.66,600,600,
20161003T163527,36.65,200,200,36.66,600,600,
20161003T163528,36.65,500,500,36.66,200,200,
20161003T163529,36.65,200,200,36.66,300,300,
20161003T163531,36.64,700,700,36.65,700,700,
20161003T163533,36.65,200,200,36.66,400,400,
20161003T163533,36.64,700,700,36.65,1000,1000,
20161003T163534,36.64,700,700,36.65,300,300,
20161003T163535,36.64,300,300,36.65,500,500,
20161003T163537,36.63,1200,1200,36.64,700,700,
20161003T163538,36.63,1100,1100,36.64,500,500,
20161003T163541,36.63,1100,1100,36.64,600,600,
20161003T163544,36.62,500,500,36.63,700,700,
20161003T163547,36.62,200,200,36.63,1000,1000,
20161003T163549,36.61,300,300,36.62,800,800,
20161003T163550,36.61,400,400,36.62,800,800,
20161003T163555,36.61,400,400,36.62,700,700,
20161003T163559,36.6,500,500,36.61,600,600,
20161003T163602,36.6,500,500,36.61,900,900,
20161003T163603,36.59,600,600,36.6,400,400,
20161003T163604,36.59,200,200,36.6,400,400,
20161003T163606,36.59,200,200,36.6,500,500,
20161003T163607,36.59,100,100,36.6,500,500,
20161003T163608,36.59,600,600,36.6,400,400,
20161003T163610,36.59,800,800,36.6,500,500,
20161003T163611,36.59,500,500,36.6,500,500,
20161003T163618,36.59,300,300,36.6,500,500,
20161003T163619,36.59,500,500,36.6,500,500,
20161003T163623,36.59,600,600,36.6,400,400,
20161003T163624,36.59,500,500,36.6,400,400,
20161003T163626,36.59,600,600,36.6,400,400,
20161003T163631,36.59,500,500,36.6,500,500,
20161003T163635,36.59,300,300,36.6,500,500,
20161003T163636,36.59,100,100,36.6,500,500,
20161003T163639,36.59,200,200,36.6,500,500,
20161003T163641,36.59,500,500,36.6,400,400,
20161003T163642,36.59,600,600,36.6,400,400,
20161003T163645,36.59,100,100,36.6,500,500,
20161003T163647,36.59,600,600,36.6,400,400,
20161003T163648,36.58,1600,1600,36.59,200,200,
20161003T163649,36.58,1300,1300,36.59,300,300,
20161003T163651,36.58,1300,1300,36.59,600,600,
20161003T163701,36.57,500,500,36.58,700,700,
20161003T163704,36.57,500,500,36.58,800,800,
20161003T163705,36.57,100,100,36.58,800,800,
20161003T163710,36.56,500,500,36.57,600,600,
20161003T163712,36.56,500,500,36.57,400,400,
20161003T163714,36.56,600,600,36.57,300,300,
20161003T163718,36.57,100,100,36.58,500,500,
20161003T163721,36.56,600,600,36.58,700,700,
20161003T163723,36.56,700,700,36.58,800,800,
20161003T163724,36.58,100,100,36.59,500,500,
20161003T163725,36.56,600,600,36.57,200,200,
20161003T163726,36.56,500,500,36.57,200,200,
20161003T163728,36.56,600,600,36.57,200,200,
20161003T163729,36.57,300,300,36.58,400,400,
20161003T163731,36.57,400,400,36.58,400,400,
20161003T163732,36.58,200,200,36.59,500,500,
20161003T163733,36.57,700,700,36.59,400,400,
20161003T163736,36.57,600,600,36.59,400,400,
20161003T163743,36.58,100,100,36.59,400,400,
20161003T163744,36.57,500,500,36.59,400,400,
20161003T163745,36.58,300,300,36.59,300,300,
20161003T163748,36.57,500,500,36.59,500,500,
20161003T163750,36.58,300,300,36.59,400,400,
20161003T163753,36.58,400,400,36.59,400,400,
20161003T163754,36.58,300,300,36.59,500,500,
20161003T163758,36.58,400,400,36.59,500,500,
20161003T163800,36.58,300,300,36.59,500,500,
20161003T163801,36.58,400,400,36.59,500,500,
20161003T163803,36.58,400,400,36.59,400,400,
20161003T163805,36.58,600,600,36.59,300,300,
20161003T163806,36.58,700,700,36.59,200,200,
20161003T163807,36.58,600,600,36.59,200,200,
20161003T163809,36.59,300,300,36.6,600,600,
20161003T163811,36.59,700,700,36.6,300,300,
20161003T163813,36.59,500,500,36.6,500,500,
20161003T163821,36.58,300,300,36.59,900,900,
20161003T163822,36.58,200,200,36.59,1100,1100,
20161003T163823,36.58,400,400,36.59,900,900,
20161003T163824,36.58,600,600,36.59,500,500,
20161003T163826,36.58,600,600,36.59,300,300,
20161003T163827,36.58,500,500,36.59,800,800,
20161003T163829,36.58,600,600,36.59,500,500,
20161003T163831,36.58,400,400,36.59,600,600,
20161003T163836,36.58,300,300,36.59,600,600,
20161003T163840,36.58,400,400,36.59,500,500,
20161003T163841,36.58,300,300,36.59,500,500,
20161003T163843,36.58,200,200,36.59,700,700,
20161003T163844,36.57,700,700,36.58,600,600,
20161003T163844,36.57,400,400,36.58,500,500,
20161003T163847,36.57,400,400,36.58,400,400,
20161003T163848,36.57,500,500,36.58,400,400,
20161003T163849,36.57,400,400,36.58,400,400,
20161003T163851,36.57,300,300,36.58,400,400,
20161003T163852,36.57,100,100,36.57,300,300,
20161003T163852,36.57,100,100,36.58,400,400,
20161003T163855,36.57,500,500,36.58,400,400,
20161003T163900,36.57,800,800,36.58,300,300,
20161003T163905,36.58,200,200,36.59,700,700,
20161003T163906,36.57,500,500,36.58,400,400,
20161003T163908,36.57,500,500,36.58,500,500,
20161003T163912,36.58,100,100,36.59,800,800,
20161003T163914,36.58,100,100,36.59,1000,1000,
20161003T163915,36.58,100,100,36.59,900,900,
20161003T163917,36.58,500,500,36.59,500,500,
20161003T163918,36.58,400,400,36.59,500,500,
20161003T163920,36.58,500,500,36.59,300,300,
20161003T163921,36.58,500,500,36.59,500,500,
20161003T163923,36.58,400,400,36.59,500,500,
20161003T163926,36.58,500,500,36.59,400,400,
20161003T163928,36.58,100,100,36.59,500,500,
20161003T163932,36.58,100,100,36.59,600,600,
20161003T163939,36.58,200,200,36.59,600,600,
20161003T163941,36.59,200,200,36.6,400,400,
20161003T163942,36.59,300,300,36.6,600,600,
20161003T163943,36.59,500,500,36.6,400,400,
20161003T163945,36.59,300,300,36.6,700,700,
20161003T163947,36.59,400,400,36.6,300,300,
20161003T163949,36.59,700,700,36.6,300,300,
20161003T163952,36.59,600,600,36.6,400,400,
20161003T163956,36.58,600,600,36.59,500,500,
20161003T163956,36.58,600,600,36.59,400,400,
20161003T163957,36.58,500,500,36.59,400,400,
20161003T163958,36.58,500,500,36.59,100,100,
20161003T164004,36.58,400,400,36.59,200,200,
20161003T164005,36.58,400,400,36.59,100,100,
20161003T164007,36.58,400,400,36.59,200,200,
20161003T164009,36.58,400,400,36.59,400,400,
20161003T164010,36.58,400,400,36.59,300,300,
20161003T164012,36.58,300,300,36.59,600,600,
20161003T164015,36.57,500,500,36.58,200,200,
20161003T164017,36.58,400,400,36.59,500,500,
20161003T164018,36.57,900,900,36.58,100,100,
20161003T164020,36.57,500,500,36.58,400,400,
20161003T164022,36.56,600,600,36.57,500,500,
20161003T164023,36.57,100,100,36.58,500,500,
20161003T164024,36.57,200,200,36.58,700,700,
20161003T164030,36.57,100,100,36.58,900,900,
20161003T164032,36.57,200,200,36.58,700,700,
20161003T164033,36.57,400,400,36.58,400,400,
20161003T164034,36.57,300,300,36.58,400,400,
20161003T164035,36.57,200,200,36.58,500,500,
20161003T164036,36.57,300,300,36.58,400,400,
20161003T164038,36.57,500,500,36.58,400,400,
20161003T164039,36.57,500,500,36.58,300,300,
20161003T164041,36.57,500,500,36.58,400,400,
20161003T164042,36.57,200,200,36.58,500,500,
20161003T164043,36.56,500,500,36.57,400,400,
20161003T164044,36.56,600,600,36.57,500,500,
20161003T164045,36.56,600,600,36.57,200,200,
20161003T164046,36.56,600,600,36.57,300,300,
20161003T164048,36.56,600,600,36.57,100,100,
20161003T164051,36.57,300,300,36.58,600,600,
20161003T164052,36.57,500,500,36.58,400,400,
20161003T164053,36.57,400,400,36.58,400,400,
20161003T164055,36.57,300,300,36.58,400,400,
20161003T164059,36.56,500,500,36.57,600,600,
20161003T164100,36.55,500,500,36.56,300,300,
20161003T164103,36.55,700,700,36.56,300,300,
20161003T164104,36.55,500,500,36.56,400,400,
20161003T164106,36.54,600,600,36.55,300,300,
20161003T164107,36.54,500,500,36.55,500,500,
20161003T164110,36.53,600,600,36.54,300,300,
20161003T164111,36.53,500,500,36.54,400,400,
20161003T164112,36.53,500,500,36.54,300,300,
20161003T164115,36.53,100,100,36.54,700,700,
20161003T164117,36.52,400,400,36.53,500,500,
20161003T164120,36.51,400,400,36.52,300,300,
20161003T164121,36.51,400,400,36.52,700,700,
20161003T164122,36.51,200,200,36.52,600,600,
20161003T164124,36.51,800,800,36.52,300,300,
20161003T164125,36.51,700,700,36.52,300,300,
20161003T164126,36.51,200,200,36.52,700,700,
20161003T164128,36.51,300,300,36.52,700,700,
20161003T164129,36.51,200,200,36.52,700,700,
20161003T164131,36.51,300,300,36.52,800,800,
20161003T164132,36.5,1000,1000,36.52,600,600,
20161003T164134,36.5,1000,1000,36.51,400,400,
20161003T164135,36.5,1000,1000,36.52,500,500,
20161003T164137,36.5,1000,1000,36.52,900,900,
20161003T164143,36.5,1000,1000,36.51,200,200,
20161003T164145,36.5,1000,1000,36.52,1000,1000,
20161003T164147,36.51,500,500,36.52,700,700,
20161003T164148,36.51,400,400,36.52,700,700,
20161003T164149,36.5,1000,1000,36.51,300,300,
20161003T164150,36.51,200,200,36.52,500,500,
20161003T164153,36.5,1000,1000,36.52,500,500,
20161003T164154,36.51,300,300,36.52,800,800,
20161003T164156,36.51,500,500,36.52,500,500,
20161003T164159,36.51,500,500,36.52,400,400,
20161003T164200,36.51,600,600,36.52,400,400,
20161003T164204,36.51,600,600,36.52,600,600,
20161003T164207,36.51,600,600,36.52,700,700,
20161003T164209,36.51,600,600,36.52,600,600,
20161003T164210,36.51,500,500,36.52,600,600,
20161003T164212,36.51,400,400,36.52,600,600,
20161003T164214,36.51,100,100,36.52,600,600,
20161003T164215,36.51,200,200,36.52,600,600,
20161003T164216,36.51,600,600,36.52,400,400,
20161003T164218,36.51,500,500,36.52,400,400,
20161003T164220,36.51,100,100,36.52,600,600,
20161003T164222,36.5,1000,1000,36.51,700,700,
20161003T164224,36.51,300,300,36.52,900,900,
20161003T164225,36.51,500,500,36.52,1000,1000,
20161003T164227,36.51,500,500,36.52,900,900,
20161003T164230,36.51,500,500,36.52,700,700,
20161003T164233,36.51,400,400,36.52,1000,1000,
20161003T164235,36.51,400,400,36.52,900,900,
20161003T164244,36.51,500,500,36.52,700,700,
20161003T164246,36.51,400,400,36.52,900,900,
20161003T164247,36.51,200,200,36.52,1100,1100,
20161003T164248,36.51,700,700,36.52,700,700,
20161003T164250,36.52,100,100,36.53,1400,1400,
20161003T164251,36.51,500,500,36.52,600,600,
20161003T164252,36.5,1000,1000,36.51,700,700,
20161003T164253,36.5,1000,1000,36.51,500,500,
20161003T164301,36.5,1000,1000,36.51,400,400,
20161003T164314,36.5,1000,1000,36.51,500,500,
20161003T164323,36.5,1000,1000,36.52,600,600,
20161003T164326,36.5,1000,1000,36.51,300,300,
20161003T164327,36.5,1000,1000,36.51,400,400,
20161003T164329,36.5,1100,1100,36.51,400,400,
20161003T164331,36.51,600,600,36.52,100,100,
20161003T164333,36.5,1100,1100,36.52,900,900,
20161003T164335,36.5,1100,1100,36.52,500,500,
20161003T164338,36.5,1100,1100,36.52,800,800,
20161003T164340,36.5,1100,1100,36.52,1000,1000,
20161003T164342,36.5,1100,1100,36.52,800,800,
20161003T164343,36.52,500,500,36.53,800,800,
20161003T164344,36.52,100,100,36.53,700,700,
20161003T164345,36.52,100,100,36.53,600,600,
20161003T164347,36.52,100,100,36.53,700,700,
20161003T164349,36.52,300,300,36.53,700,700,
20161003T164351,36.52,100,100,36.53,700,700,
20161003T164353,36.52,300,300,36.53,600,600,
20161003T164354,36.52,200,200,36.53,700,700,
20161003T164356,36.52,400,400,36.53,700,700,
20161003T164357,36.52,600,600,36.53,300,300,
20161003T164400,36.52,300,300,36.53,600,600,
20161003T164401,36.52,500,500,36.53,500,500,
20161003T164405,36.52,700,700,36.53,500,500,
20161003T164406,36.55,300,300,36.56,600,600,
20161003T164407,36.55,600,600,36.56,300,300,
20161003T164409,36.56,200,200,36.57,800,800,
20161003T164411,36.56,300,300,36.57,800,800,
20161003T164412,36.56,300,300,36.57,400,400,
20161003T164413,36.56,400,400,36.57,400,400,
20161003T164414,36.56,600,600,36.57,300,300,
20161003T164415,36.56,300,300,36.57,500,500,
20161003T164417,36.56,300,300,36.57,200,200,
20161003T164418,36.56,300,300,36.57,400,400,
20161003T164420,36.56,300,300,36.57,700,700,
20161003T164421,36.56,200,200,36.57,700,700,
20161003T164422,36.55,600,600,36.56,500,500,
20161003T164423,36.55,300,300,36.56,500,500,
20161003T164429,36.56,500,500,36.57,500,500,
20161003T164431,36.56,400,400,36.57,400,400,
20161003T164433,36.58,200,200,36.59,300,300,
20161003T164437,36.58,200,200,36.59,600,600,
20161003T164438,36.58,200,200,36.59,800,800,
20161003T164442,36.58,200,200,36.59,700,700,
20161003T164449,36.58,400,400,36.59,600,600,
20161003T164455,36.58,400,400,36.59,500,500,
20161003T164457,36.58,500,500,36.59,500,500,
20161003T164459,36.59,2700,2700,36.6,1400,1400,
20161003T164500,36.59,2600,2600,36.6,1000,1000,
20161003T164502,36.58,600,600,36.59,400,400,
20161003T164503,36.58,600,600,36.59,300,300,
20161003T164504,36.58,500,500,36.59,600,600,
20161003T164509,36.58,500,500,36.59,400,400,
20161003T164514,36.57,700,700,36.58,800,800,
20161003T164515,36.57,300,300,36.58,300,300,
20161003T164517,36.57,400,400,36.58,300,300,
20161003T164518,36.57,300,300,36.58,300,300,
20161003T164519,36.57,600,600,36.58,100,100,
20161003T164520,36.58,400,400,36.59,800,800,
20161003T164522,36.58,400,400,36.59,500,500,
20161003T164528,36.58,400,400,36.59,800,800,
20161003T164530,36.58,400,400,36.59,700,700,
20161003T164536,36.58,700,700,36.59,200,200,
20161003T164536,36.59,700,700,36.6,800,800,
20161003T164537,36.58,400,400,36.59,900,900,
20161003T164538,36.58,400,400,36.59,600,600,
20161003T164543,36.58,300,300,36.59,600,600,
20161003T164545,36.58,600,600,36.59,600,600,
20161003T164547,36.58,600,600,36.59,500,500,
20161003T164549,36.58,600,600,36.59,400,400,
20161003T164553,36.58,300,300,36.59,500,500,
20161003T164555,36.57,500,500,36.58,900,900,
20161003T164556,36.57,300,300,36.58,400,400,
20161003T164557,36.57,300,300,36.58,300,300,
20161003T164603,36.57,300,300,36.58,500,500,
20161003T164606,36.57,400,400,36.58,400,400,
20161003T164608,36.57,300,300,36.58,300,300,
20161003T164612,36.58,800,800,36.59,500,500,
20161003T164614,36.58,600,600,36.59,800,800,
20161003T164618,36.58,600,600,36.59,900,900,
20161003T164624,36.58,900,900,36.59,200,200,
20161003T164628,36.58,900,900,36.59,100,100,
20161003T164630,36.59,500,500,36.6,900,900,
20161003T164631,36.59,500,500,36.6,800,800,
20161003T164637,36.59,400,400,36.6,1000,1000,
20161003T164639,36.59,400,400,36.6,1200,1200,
20161003T164650,36.59,500,500,36.6,1200,1200,
20161003T164654,36.59,400,400,36.6,1200,1200,
20161003T164656,36.59,400,400,36.6,1600,1600,
20161003T164657,36.6,400,400,36.61,900,900,
20161003T164659,36.6,300,300,36.61,900,900,
20161003T164700,36.6,300,300,36.61,1000,1000,
20161003T164702,36.6,400,400,36.61,500,500,
20161003T164703,36.61,200,200,36.62,700,700,
20161003T164704,36.61,200,200,36.62,900,900,
20161003T164705,36.61,400,400,36.62,500,500,
20161003T164706,36.61,700,700,36.62,400,400,
20161003T164708,36.61,400,400,36.62,600,600,
20161003T164709,36.61,400,400,36.62,500,500,
20161003T164711,36.61,700,700,36.62,200,200,
20161003T164714,36.63,200,200,36.64,900,900,
20161003T164715,36.63,100,100,36.64,1100,1100,
20161003T164717,36.63,100,100,36.64,900,900,
20161003T164718,36.63,200,200,36.64,1100,1100,
20161003T164719,36.63,200,200,36.64,900,900,
20161003T164720,36.63,300,300,36.64,900,900,
20161003T164722,36.63,600,600,36.64,700,700,
20161003T164725,36.63,300,300,36.64,700,700,
20161003T164730,36.63,300,300,36.64,800,800,
20161003T164732,36.62,400,400,36.63,1300,1300,
20161003T164734,36.61,400,400,36.62,700,700,
20161003T164739,36.61,300,300,36.62,800,800,
20161003T164745,36.61,700,700,36.62,500,500,
20161003T164747,36.61,400,400,36.62,500,500,
20161003T164748,36.61,400,400,36.62,600,600,
20161003T164750,36.61,200,200,36.62,600,600,
20161003T164753,36.61,600,600,36.62,600,600,
20161003T164754,36.61,500,500,36.62,600,600,
20161003T164755,36.61,400,400,36.62,700,700,
20161003T164757,36.61,400,400,36.62,800,800,
20161003T164805,36.61,400,400,36.62,700,700,
20161003T164806,36.61,300,300,36.61,200,200,
20161003T164807,36.6,500,500,36.61,800,800,
20161003T164808,36.61,200,200,36.62,900,900,
20161003T164809,36.61,100,100,36.62,900,900,
20161003T164810,36.6,400,400,36.61,800,800,
20161003T164812,36.6,500,500,36.61,700,700,
20161003T164814,36.6,500,500,36.61,600,600,
20161003T164817,36.6,100,100,36.61,900,900,
20161003T164820,36.6,100,100,36.61,800,800,
20161003T164821,36.59,100,100,36.6,1100,1100,
20161003T164822,36.59,400,400,36.6,500,500,
20161003T164823,36.59,400,400,36.6,600,600,
20161003T164825,36.58,800,800,36.59,300,300,
20161003T164828,36.58,100,100,36.59,1000,1000,
20161003T164829,36.57,400,400,36.58,800,800,
20161003T164830,36.57,300,300,36.58,700,700,
20161003T164832,36.58,500,500,36.59,700,700,
20161003T164832,36.58,400,400,36.59,700,700,
20161003T164836,36.58,500,500,36.59,600,600,
20161003T164837,36.59,600,600,36.6,500,500,
20161003T164838,36.59,100,100,36.6,600,600,
20161003T164839,36.58,900,900,36.6,800,800,
20161003T164841,36.59,600,600,36.6,200,200,
20161003T164843,36.59,200,200,36.6,700,700,
20161003T164844,36.59,700,700,36.6,100,100,
20161003T164845,36.59,600,600,36.6,100,100,
20161003T164846,36.59,100,100,36.6,800,800,
20161003T164848,36.58,400,400,36.59,300,300,
20161003T164849,36.58,500,500,36.59,400,400,
20161003T164850,36.58,200,200,36.59,600,600,
20161003T164851,36.58,100,100,36.59,800,800,
20161003T164852,36.58,600,600,36.59,300,300,
20161003T164854,36.58,600,600,36.59,100,100,
20161003T164858,36.58,300,300,36.59,300,300,
20161003T164900,36.58,300,300,36.59,400,400,
20161003T164903,36.58,400,400,36.59,300,300,
20161003T164905,36.58,600,600,36.59,200,200,
20161003T164907,36.6,100,100,36.61,500,500,
20161003T164908,36.6,100,100,36.61,600,600,
20161003T164909,36.59,400,400,36.6,400,400,
20161003T164912,36.59,600,600,36.6,500,500,
20161003T164913,36.59,300,300,36.6,400,400,
20161003T164914,36.59,200,200,36.6,400,400,
20161003T164917,36.6,500,500,36.61,400,400,
20161003T164918,36.59,700,700,36.6,100,100,
20161003T164919,36.59,800,800,36.6,200,200,
20161003T164921,36.6,400,400,36.61,600,600,
20161003T164923,36.6,600,600,36.61,300,300,
20161003T164924,36.6,500,500,36.61,200,200,
20161003T164925,36.6,500,500,36.61,100,100,
20161003T164928,36.6,400,400,36.61,400,400,
20161003T164934,36.6,300,300,36.61,400,400,
20161003T164935,36.6,400,400,36.61,400,400,
20161003T164937,36.6,500,500,36.61,300,300,
20161003T164938,36.6,500,500,36.61,400,400,
