time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total,
20161003T183214,36.5,1200,1200,36.51,400,400,
20161003T183216,36.5,1000,1000,36.51,400,400,
20161003T183217,36.5,500,500,36.51,500,500,
20161003T183218,36.5,500,500,36.51,700,700,
20161003T183220,36.5,500,500,36.51,500,500,
20161003T183224,36.5,500,500,36.51,400,400,
20161003T183225,36.5,500,500,36.51,500,500,
20161003T183229,36.5,600,600,36.51,500,500,
20161003T183231,36.5,700,700,36.51,300,300,
20161003T183236,36.5,900,900,36.51,300,300,
20161003T183237,36.5,800,800,36.51,300,300,
20161003T183240,36.5,700,700,36.51,300,300,
20161003T183245,36.5,600,600,36.51,800,800,
20161003T183247,36.5,600,600,36.51,500,500,
20161003T183249,36.5,600,600,36.51,400,400,
20161003T183250,36.5,600,600,36.51,200,200,
20161003T183253,36.5,600,600,36.51,400,400,
20161003T183300,36.5,700,700,36.51,300,300,
20161003T183305,36.5,800,800,36.51,300,300,
20161003T183307,36.5,700,700,36.51,400,400,
20161003T183310,36.5,600,600,36.51,400,400,
20161003T183313,36.5,600,600,36.51,600,600,
20161003T183319,36.5,600,600,36.51,300,300,
20161003T183322,36.5,600,600,36.51,500,500,
20161003T183333,36.5,700,700,36.51,500,500,
20161003T183334,36.5,600,600,36.51,500,500,
20161003T183342,36.5,500,500,36.51,600,600,
20161003T183343,36.49,600,600,36.5,1100,1100,
20161003T183344,36.48,1400,1400,36.49,300,300,
20161003T183345,36.48,900,900,36.49,500,500,
20161003T183346,36.48,300,300,36.49,700,700,
20161003T183349,36.48,400,400,36.49,600,600,
20161003T183350,36.48,200,200,36.49,600,600,
20161003T183354,36.48,100,100,36.49,800,800,
20161003T183356,36.48,300,300,36.49,800,800,
20161003T183358,36.48,400,400,36.49,600,600,
20161003T183400,36.48,800,800,36.49,200,200,
20161003T183401,36.48,600,600,36.49,200,200,
20161003T183402,36.48,700,700,36.49,300,300,
20161003T183403,36.48,600,600,36.49,200,200,
20161003T183405,36.48,500,500,36.49,500,500,
20161003T183406,36.48,800,800,36.49,100,100,
20161003T183409,36.49,400,400,36.5,400,400,
20161003T183411,36.49,500,500,36.5,400,400,
20161003T183414,36.49,400,400,36.5,500,500,
20161003T183415,36.49,600,600,36.5,300,300,
20161003T183416,36.49,300,300,36.5,400,400,
20161003T183418,36.49,200,200,36.5,400,400,
20161003T183422,36.49,400,400,36.5,400,400,
20161003T183428,36.49,600,600,36.5,400,400,
20161003T183429,36.49,600,600,36.5,300,300,
20161003T183432,36.49,500,500,36.5,400,400,
20161003T183435,36.49,700,700,36.5,400,400,
20161003T183436,36.49,600,600,36.5,400,400,
20161003T183439,36.49,400,400,36.5,500,500,
20161003T183441,36.49,700,700,36.5,400,400,
20161003T183456,36.49,600,600,36.5,400,400,
20161003T183457,36.49,500,500,36.5,400,400,
20161003T183500,36.49,600,600,36.5,300,300,
20161003T183501,36.49,300,300,36.5,400,400,
20161003T183503,36.49,400,400,36.5,400,400,
20161003T183506,36.49,500,500,36.5,300,300,
20161003T183508,36.49,400,400,36.5,300,300,
20161003T183514,36.49,400,400,36.5,200,200,
20161003T183518,36.5,800,800,36.51,300,300,
20161003T183519,36.5,1100,1100,36.51,100,100,
20161003T183520,36.5,900,900,36.51,100,100,
20161003T183521,36.5,700,700,36.51,400,400,
20161003T183522,36.5,800,800,36.51,300,300,
20161003T183524,36.51,600,600,36.52,600,600,
20161003T183525,36.51,400,400,36.52,500,500,
20161003T183526,36.51,500,500,36.52,400,400,
20161003T183527,36.51,500,500,36.52,500,500,
20161003T183529,36.51,400,400,36.52,600,600,
20161003T183536,36.51,700,700,36.52,400,400,
20161003T183537,36.51,700,700,36.52,500,500,
20161003T183538,36.51,600,600,36.52,200,200,
20161003T183539,36.51,600,600,36.52,100,100,
20161003T183541,36.52,600,600,36.53,700,700,
20161003T183542,36.52,500,500,36.53,500,500,
20161003T183546,36.52,400,400,36.53,500,500,
20161003T183555,36.52,300,300,36.53,500,500,
20161003T183558,36.51,900,900,36.52,100,100,
20161003T183559,36.51,500,500,36.52,400,400,
20161003T183609,36.52,300,300,36.53,600,600,
20161003T183611,36.52,800,800,36.53,500,500,
20161003T183612,36.52,800,800,36.53,600,600,
20161003T183615,36.52,500,500,36.53,500,500,
20161003T183617,36.52,600,600,36.53,500,500,
20161003T183619,36.52,900,900,36.53,300,300,
20161003T183620,36.52,800,800,36.53,300,300,
20161003T183625,36.51,900,900,36.52,300,300,
20161003T183626,36.51,1000,1000,36.52,100,100,
20161003T183627,36.52,500,500,36.53,500,500,
20161003T183628,36.52,300,300,36.53,600,600,
20161003T183630,36.52,300,300,36.53,700,700,
20161003T183633,36.51,900,900,36.52,100,100,
20161003T183634,36.51,800,800,36.52,100,100,
20161003T183637,36.51,800,800,36.52,200,200,
20161003T183639,36.51,900,900,36.52,100,100,
20161003T183643,36.51,700,700,36.52,100,100,
20161003T183647,36.51,500,500,36.52,400,400,
20161003T183649,36.51,600,600,36.52,100,100,
20161003T183653,36.51,500,500,36.52,300,300,
20161003T183654,36.51,500,500,36.52,400,400,
20161003T183655,36.51,500,500,36.52,700,700,
20161003T183658,36.51,400,400,36.52,700,700,
20161003T183701,36.5,500,500,36.51,500,500,
20161003T183703,36.5,500,500,36.51,700,700,
20161003T183705,36.49,400,400,36.5,500,500,
20161003T183706,36.49,300,300,36.5,500,500,
20161003T183709,36.49,400,400,36.5,500,500,
20161003T183712,36.48,400,400,36.49,500,500,
20161003T183713,36.48,400,400,36.49,600,600,
20161003T183714,36.48,400,400,36.49,700,700,
20161003T183716,36.47,1200,1200,36.48,100,100,
20161003T183717,36.47,1100,1100,36.48,100,100,
20161003T183718,36.47,1000,1000,36.48,400,400,
20161003T183719,36.47,900,900,36.48,500,500,
20161003T183721,36.47,700,700,36.48,600,600,
20161003T183723,36.47,800,800,36.48,600,600,
20161003T183731,36.47,800,800,36.48,700,700,
20161003T183736,36.47,800,800,36.48,500,500,
20161003T183742,36.47,600,600,36.48,600,600,
20161003T183747,36.47,300,300,36.48,600,600,
20161003T183749,36.47,300,300,36.48,400,400,
20161003T183752,36.47,100,100,36.48,500,500,
20161003T183754,36.46,400,400,36.47,1000,1000,
20161003T183755,36.46,1000,1000,36.47,400,400,
20161003T183757,36.46,800,800,36.47,400,400,
20161003T183758,36.47,900,900,36.48,500,500,
20161003T183759,36.47,1000,1000,36.48,400,400,
20161003T183804,36.47,1000,1000,36.48,300,300,
20161003T183806,36.47,1000,1000,36.48,500,500,
20161003T183808,36.47,800,800,36.48,400,400,
20161003T183809,36.47,900,900,36.48,400,400,
20161003T183813,36.47,100,100,36.48,800,800,
20161003T183814,36.46,500,500,36.47,600,600,
20161003T183816,36.46,400,400,36.47,500,500,
20161003T183819,36.47,200,200,36.48,500,500,
20161003T183820,36.47,700,700,36.48,200,200,
20161003T183826,36.47,700,700,36.48,300,300,
20161003T183828,36.47,600,600,36.48,300,300,
20161003T183831,36.47,100,100,36.48,800,800,
20161003T183833,36.47,500,500,36.48,600,600,
20161003T183836,36.47,500,500,36.48,700,700,
20161003T183839,36.47,400,400,36.48,600,600,
20161003T183841,36.48,600,600,36.49,400,400,
20161003T183842,36.47,900,900,36.48,600,600,
20161003T183842,36.47,700,700,36.48,400,400,
20161003T183843,36.45,1900,1900,36.46,300,300,
20161003T183844,36.45,800,800,36.46,500,500,
20161003T183846,36.45,400,400,36.46,800,800,
20161003T183848,36.45,400,400,36.46,700,700,
20161003T183851,36.44,1000,1000,36.45,200,200,
20161003T183853,36.44,800,800,36.45,500,500,
20161003T183900,36.45,600,600,36.46,500,500,
20161003T183904,36.45,500,500,36.46,500,500,
20161003T183905,36.45,100,100,36.46,800,800,
20161003T183907,36.45,600,600,36.46,400,400,
20161003T183910,36.45,400,400,36.46,400,400,
20161003T183914,36.45,100,100,36.46,400,400,
20161003T183916,36.45,300,300,36.46,400,400,
20161003T183921,36.45,400,400,36.46,400,400,
20161003T183923,36.45,100,100,36.46,400,400,
20161003T183929,36.45,200,200,36.46,400,400,
20161003T183933,36.44,900,900,36.45,200,200,
20161003T183934,36.44,800,800,36.45,200,200,
20161003T183935,36.44,700,700,36.45,200,200,
20161003T183940,36.44,600,600,36.45,200,200,
20161003T183941,36.44,800,800,36.45,200,200,
20161003T183944,36.44,700,700,36.45,200,200,
20161003T183946,36.44,800,800,36.45,100,100,
20161003T183953,36.44,700,700,36.45,100,100,
20161003T183956,36.44,700,700,36.45,200,200,
20161003T183958,36.44,700,700,36.45,300,300,
20161003T184000,36.44,800,800,36.45,100,100,
20161003T184003,36.44,1000,1000,36.45,100,100,
20161003T184005,36.44,900,900,36.45,100,100,
20161003T184006,36.45,800,800,36.46,200,200,
20161003T184008,36.45,800,800,36.46,300,300,
20161003T184009,36.45,500,500,36.46,300,300,
20161003T184017,36.47,600,600,36.48,1000,1000,
20161003T184017,36.47,400,400,36.48,600,600,
20161003T184019,36.47,400,400,36.48,200,200,
20161003T184020,36.47,400,400,36.48,300,300,
20161003T184021,36.47,400,400,36.48,200,200,
20161003T184023,36.47,500,500,36.48,200,200,
20161003T184027,36.47,500,500,36.48,300,300,
20161003T184028,36.48,900,900,36.49,500,500,
20161003T184029,36.48,600,600,36.49,600,600,
20161003T184031,36.48,600,600,36.49,400,400,
20161003T184032,36.48,400,400,36.49,600,600,
20161003T184034,36.48,500,500,36.49,600,600,
20161003T184035,36.48,400,400,36.49,300,300,
20161003T184037,36.48,400,400,36.49,200,200,
20161003T184038,36.48,400,400,36.49,500,500,
20161003T184039,36.48,300,300,36.49,400,400,
20161003T184040,36.48,600,600,36.49,400,400,
20161003T184041,36.48,700,700,36.49,500,500,
20161003T184047,36.48,800,800,36.49,400,400,
20161003T184057,36.47,500,500,36.48,600,600,
20161003T184058,36.46,900,900,36.47,100,100,
20161003T184059,36.46,700,700,36.47,700,700,
20161003T184101,36.46,400,400,36.47,700,700,
20161003T184102,36.46,400,400,36.47,1100,1100,
20161003T184105,36.46,400,400,36.47,1000,1000,
20161003T184107,36.45,400,400,36.46,800,800,
20161003T184108,36.45,100,100,36.46,1300,1300,
20161003T184110,36.44,600,600,36.45,800,800,
20161003T184111,36.44,800,800,36.45,500,500,
20161003T184112,36.44,600,600,36.45,400,400,
20161003T184115,36.44,400,400,36.45,600,600,
20161003T184116,36.44,800,800,36.45,300,300,
20161003T184118,36.45,100,100,36.46,600,600,
20161003T184120,36.44,500,500,36.46,600,600,
20161003T184122,36.44,600,600,36.46,800,800,
20161003T184123,36.45,100,100,36.46,700,700,
20161003T184125,36.45,400,400,36.46,400,400,
20161003T184128,36.44,600,600,36.46,400,400,
20161003T184129,36.45,500,500,36.46,300,300,
20161003T184130,36.45,300,300,36.46,400,400,
20161003T184135,36.45,500,500,36.46,300,300,
20161003T184136,36.45,400,400,36.46,400,400,
20161003T184138,36.45,500,500,36.46,300,300,
20161003T184140,36.45,600,600,36.46,300,300,
20161003T184142,36.45,500,500,36.46,400,400,
20161003T184144,36.45,400,400,36.46,400,400,
20161003T184146,36.45,400,400,36.46,600,600,
20161003T184154,36.45,200,200,36.46,600,600,
20161003T184157,36.45,100,100,36.46,600,600,
20161003T184158,36.44,1300,1300,36.45,200,200,
20161003T184159,36.44,600,600,36.45,300,300,
20161003T184200,36.44,600,600,36.45,400,400,
20161003T184202,36.44,500,500,36.45,400,400,
20161003T184204,36.44,100,100,36.45,400,400,
20161003T184206,36.44,700,700,36.45,100,100,
20161003T184207,36.43,1300,1300,36.44,300,300,
20161003T184208,36.43,1000,1000,36.44,500,500,
20161003T184209,36.43,800,800,36.44,500,500,
20161003T184211,36.43,700,700,36.44,500,500,
20161003T184212,36.43,300,300,36.44,500,500,
20161003T184213,36.43,300,300,36.44,600,600,
20161003T184218,36.43,400,400,36.44,600,600,
20161003T184221,36.43,700,700,36.44,200,200,
20161003T184222,36.43,1000,1000,36.44,300,300,
20161003T184223,36.44,200,200,36.45,400,400,
20161003T184224,36.44,600,600,36.45,600,600,
20161003T184226,36.44,400,400,36.45,600,600,
20161003T184227,36.44,200,200,36.45,600,600,
20161003T184233,36.44,600,600,36.45,300,300,
20161003T184234,36.44,500,500,36.45,500,500,
20161003T184237,36.44,500,500,36.45,400,400,
20161003T184239,36.44,300,300,36.45,600,600,
20161003T184240,36.44,200,200,36.45,600,600,
20161003T184251,36.44,600,600,36.45,400,400,
20161003T184253,36.44,600,600,36.45,800,800,
20161003T184300,36.44,700,700,36.45,800,800,
20161003T184303,36.44,600,600,36.45,800,800,
20161003T184310,36.44,500,500,36.45,800,800,
20161003T184316,36.44,800,800,36.45,200,200,
20161003T184317,36.44,500,500,36.45,700,700,
20161003T184328,36.44,900,900,36.45,200,200,
20161003T184329,36.44,100,100,36.44,1000,1000,
20161003T184330,36.42,500,500,36.43,400,400,
20161003T184331,36.42,400,400,36.43,600,600,
20161003T184333,36.42,200,200,36.43,600,600,
20161003T184334,36.42,100,100,36.43,700,700,
20161003T184335,36.42,100,100,36.43,600,600,
20161003T184337,36.42,200,200,36.43,600,600,
20161003T184338,36.42,300,300,36.43,600,600,
20161003T184340,36.42,300,300,36.43,500,500,
20161003T184341,36.42,300,300,36.43,400,400,
20161003T184342,36.43,1200,1200,36.44,600,600,
20161003T184343,36.43,700,700,36.44,500,500,
20161003T184344,36.43,100,100,36.44,600,600,
20161003T184346,36.43,300,300,36.44,400,400,
20161003T184347,36.43,600,600,36.44,400,400,
20161003T184349,36.43,400,400,36.44,500,500,
20161003T184401,36.42,800,800,36.43,300,300,
20161003T184404,36.42,1000,1000,36.43,300,300,
20161003T184405,36.43,1100,1100,36.44,400,400,
20161003T184406,36.43,700,700,36.44,900,900,
20161003T184406,36.43,500,500,36.44,900,900,
20161003T184407,36.42,800,800,36.43,900,900,
20161003T184408,36.42,700,700,36.43,900,900,
20161003T184410,36.42,700,700,36.43,800,800,
20161003T184411,36.42,500,500,36.43,800,800,
20161003T184412,36.42,200,200,36.43,800,800,
20161003T184415,36.41,600,600,36.42,700,700,
20161003T184419,36.41,500,500,36.42,700,700,
20161003T184421,36.41,700,700,36.42,700,700,
20161003T184427,36.41,900,900,36.42,700,700,
20161003T184428,36.41,700,700,36.42,700,700,
20161003T184429,36.41,600,600,36.42,700,700,
20161003T184431,36.41,700,700,36.42,700,700,
20161003T184433,36.41,300,300,36.42,700,700,
20161003T184434,36.41,200,200,36.42,700,700,
20161003T184437,36.41,400,400,36.42,900,900,
20161003T184440,36.41,900,900,36.42,600,600,
20161003T184442,36.41,800,800,36.42,800,800,
20161003T184447,36.41,1000,1000,36.42,600,600,
20161003T184449,36.41,1100,1100,36.42,600,600,
20161003T184449,36.42,300,300,36.42,500,500,
20161003T184449,36.42,1000,1000,36.43,600,600,
20161003T184450,36.42,400,400,36.43,700,700,
20161003T184451,36.42,100,100,36.43,700,700,
20161003T184453,36.42,100,100,36.43,600,600,
20161003T184455,36.42,200,200,36.43,600,600,
20161003T184456,36.42,100,100,36.43,600,600,
20161003T184458,36.42,400,400,36.43,600,600,
20161003T184459,36.42,500,500,36.43,500,500,
20161003T184500,36.42,100,100,36.43,600,600,
20161003T184504,36.42,100,100,36.43,500,500,
20161003T184505,36.42,400,400,36.43,300,300,
20161003T184507,36.42,400,400,36.43,500,500,
20161003T184508,36.42,400,400,36.43,400,400,
20161003T184510,36.42,500,500,36.43,400,400,
20161003T184512,36.42,400,400,36.43,400,400,
20161003T184513,36.42,700,700,36.43,100,100,
20161003T184515,36.42,600,600,36.43,400,400,
20161003T184518,36.42,500,500,36.43,500,500,
20161003T184521,36.42,400,400,36.43,500,500,
20161003T184526,36.41,800,800,36.42,400,400,
20161003T184527,36.42,400,400,36.43,700,700,
20161003T184528,36.41,600,600,36.43,700,700,
20161003T184529,36.42,500,500,36.43,700,700,
20161003T184530,36.42,400,400,36.43,700,700,
20161003T184535,36.42,400,400,36.43,800,800,
20161003T184536,36.42,300,300,36.43,800,800,
20161003T184540,36.42,500,500,36.43,600,600,
20161003T184542,36.42,500,500,36.43,500,500,
20161003T184544,36.42,500,500,36.43,100,100,
20161003T184547,36.42,700,700,36.43,100,100,
20161003T184548,36.41,900,900,36.43,800,800,
20161003T184550,36.41,700,700,36.43,800,800,
20161003T184552,36.42,500,500,36.43,700,700,
20161003T184554,36.42,400,400,36.43,700,700,
20161003T184555,36.42,100,100,36.43,800,800,
20161003T184555,36.42,100,100,36.42,100,100,
20161003T184556,36.41,800,800,36.42,100,100,
20161003T184557,36.41,900,900,36.42,100,100,
20161003T184558,36.41,700,700,36.42,500,500,
20161003T184601,36.41,600,600,36.42,500,500,
20161003T184602,36.4,800,800,36.41,300,300,
20161003T184604,36.4,700,700,36.41,300,300,
20161003T184605,36.4,600,600,36.41,500,500,
20161003T184607,36.4,400,400,36.41,400,400,
20161003T184608,36.4,1000,1000,36.41,100,100,
20161003T184611,36.4,600,600,36.41,400,400,
20161003T184613,36.4,400,400,36.41,400,400,
20161003T184616,36.4,300,300,36.41,400,400,
20161003T184617,36.39,1700,1700,36.4,300,300,
20161003T184618,36.39,1500,1500,36.4,400,400,
20161003T184620,36.39,1500,1500,36.4,300,300,
